ciudad,nombre,prioridad,lat,lng,lugar_busqueda,tipo,precio,descripcion,url,reserva,mejor_momento
Praga,Barrio Judío (Josefov),Quiero ir,50.090000,14.421000,"Josefov, Praha, Czechia",Barrio,700 CZK (≈€28),"El barrio judío mejor conservado de Europa Central; combo (4 sinagogas: Maisel, Pinkas, Española, Staronová + Cementerio Judío Viejo): 700 CZK; audioguía +250 CZK; válido 3 días; cerrado sábados — el Cementerio Viejo es uno de los lugares más sobrecogedores de toda Europa: 12 capas de enterramientos superpuestas a lo largo de 300 años; el Josefov vale el precio según prácticamente todo r/prague",https://www.jewishmuseum.cz/en/info/visit/admission/,No necesaria,
Praga,Letná (Letenské sady),Quizás,50.096500,14.416500,"Letenské sady, Praha, Czechia",Barrio,Gratis,Parque amplio sobre el Moldava con la mejor vista panorámica sobre el río y los puentes de toda Praga; ideal para atardecer,,No necesaria,
Cracovia,Barrio Judío (Kazimierz),Quiero ir,50.051500,19.945500,"Kazimierz, Kraków, Poland",Barrio,Gratis,Ex barrio judío histórico; ahora el barrio más bohemio de Cracovia; historia profunda + vida nocturna + mejores bares de la ciudad; ver sección dedicada más abajo,,No necesaria,
Cracovia,Sinagoga Vieja (Stara Synagoga),Solo mapeado,50.051300,19.948500,"Old Synagogue, Kraków, Poland",Iglesia,18 PLN (≈€4.2),La sinagoga más antigua de Polonia (s. XV); ahora museo de historia judía: ~18 PLN adulto (verificar en muzeumkrakowa.pl); cerrado sábados,,,
Cracovia,Sinagoga Remuh y Cementerio Remuh,Solo mapeado,50.052500,19.947500,"Remuh Synagogue, Kraków, Poland",Iglesia,15 PLN (≈€3.5),La única sinagoga activa de Kazimierz; el cementerio es sobrecogedor: 15 PLN entrada,,,
Cracovia,Ulica Szeroka,Quizás,50.052500,19.948500,"Ulica Szeroka, Kraków, Poland",Sitio,,"La calle principal del barrio judío histórico; café Alchemia en la esquina, bares con historia en cada número",,,
Cracovia,Plaza de los Héroes del Gueto (Plac Bohaterów Getta),Solo mapeado,50.045500,19.953500,"Plac Bohaterów Getta, Kraków, Poland",Plaza,Gratis,Memorial con 70 sillas de metal vacías que representan a los judíos deportados desde aquí al campo de exterminio de Bełżec y Auschwitz; uno de los memoriales más poderosos de Europa; GRATIS,,No necesaria,
Cracovia,Avenida Solidarności,Solo mapeado,50.070000,20.040000,"Avenida Solidarności, Kraków, Poland",Sitio,,El eje principal con bloques de apartamentos monumentales,,,
Cracovia,Barrio Universitario (Collegium Maius),Quizás,50.061500,19.933500,"Collegium Maius, Kraków, Poland",Barrio,Gratis,"La Universidad Jaguelónica (1364), la segunda más antigua de Europa Central; Copérnico estudió aquí; el patio del Collegium Maius se puede visitar: GRATIS exterior; museo interior con visitas guiadas (~30 PLN)",,No necesaria,
Cracovia,"Galería de Arte Polaco del s. XIX (Sukiennice, planta alta)",Solo mapeado,50.061700,19.937500,"Sukiennice, Kraków, Poland",Museo,15 PLN (≈€3.5),Dentro del Cloth Hall; cuadros históricos monumentales de la escuela polaca; ~15 PLN (verificar); sorprende a muchos que no lo esperaban,,,
Cracovia,MOCAK,Solo mapeado,50.047000,19.961000,"MOCAK, Kraków, Poland",Sitio histórico,25 PLN (≈€5.9),"Museo de Arte Contemporáneo de Cracovia; en Podgórze, a pasos de la Fábrica de Schindler; excelente arquitectura y colección; ~25 PLN (verificar); gratis el martes",,,
Budapest,Basílica de San Esteban (Szent István-bazilika),Quiero ir,47.500900,19.054000,"St. Stephen's Basilica, Budapest, Hungary",Iglesia,Gratis,"La basílica neoclásica más grande de Hungría; interior impresionante; tiene la mano derecha momificada de San Esteban (primera reliquia del país); entrada gratis a la basílica; panorama desde el campanario: ~1, 200 HUF aprox; la terraza delantera en septiembre/octubre está llena de locales",,No necesaria,
Budapest,Gran Sinagoga (Dohány utcai zsinagóga),Solo mapeado,47.496000,19.060500,"Dohány Street Synagogue, Budapest, Hungary",Iglesia,"8,000 HUF (≈€20)","La más grande de Europa (3, 000 personas); en el barrio judío (Distrito VII); museo de historia judía en el interior; jardín del memorial con el Árbol de la Vida (escultura de Imre Varga con hojas con nombres de víctimas del Holocausto): ~8, 000 HUF adulto (verificar en dohany-zsinagoga.hu)",,,
Budapest,Mercado Central (Nagy Vásárcsarnok),Quiero ir,47.486900,19.058700,"Central Market Hall, Budapest, Hungary",Mercado,Gratis,"El mercado cubierto más grande de Budapest; planta baja: productos frescos, carnicerías, puestos locales (auténtico); planta alta: turística pero conveniente para lángos y souvenirs; hermosa arquitectura de hierro y cerámica de Zsolnay: GRATIS entrar",,No necesaria,
Budapest,Plaza de los Héroes (Hősök tere),Solo mapeado,47.515000,19.077500,"Heroes' Square, Budapest, Hungary",Plaza,Gratis,Al final del Andrássy Út; el monumento del Milenio con los jefes tribales húngaros; impresionante y fotogénico; gratis,,No necesaria,
Budapest,Iglesia de Matías (Mátyás-templom),Quizás,47.501900,19.034300,"Matthias Church, Budapest, Hungary",Iglesia,"3,000-4,000 HUF (≈€7.5)","Interior con azulejos de colores de Zsolnay impresionante; estilo neo-gótico; todas las coronaciones reales húngaras se celebraron aquí: ~3, 000-4, 000 HUF (verificar precio actualizado en matyas-templom.hu); conciertos de órgano frecuentes",,,
Budapest,Puente de las Cadenas (Széchenyi Lánchíd),Quiero ir,47.498900,19.043700,"Széchenyi Chain Bridge, Budapest, Hungary",Puente,Gratis,El puente más famoso de Budapest; caminarlo de noche cuando está iluminado; símbolo histórico de la unificación de Buda y Pest,,No necesaria,
Budapest,Puente de la Libertad (Szabadság híd),Solo mapeado,47.485500,19.049500,"Liberty Bridge, Budapest, Hungary",Iglesia,,"El más estético según muchos (verde, hierro fundido ornamentado); los locales se sientan en las vigas en verano/principios de otoño a ver el atardecer; abierto a peatones",,,
Budapest,Ruinas del Anfiteatro Romano (Aquincum),Solo mapeado,47.566500,19.049500,"Aquincum, Budapest, Hungary",Puente,"2,000 HUF (≈€5)","El Budapest romano; ruinas extensas que pocos turistas visitan; en el norte de Óbuda; museo arqueológico: ~2, 000 HUF (verificar)",,No necesaria,
Liubliana,Prešernov trg (Plaza Prešeren),Quizás,46.051376,14.505990,"Prešernov trg, Ljubljana, Slovenia",Sitio,Gratis,La plaza central de Liubliana; la Iglesia Franciscana rosada domina el fondo; el Triple Puente (Tromostovje) al frente — diseñado por Jože Plečnik en los años 30; en otoño la plaza está llena de hojas amarillas: GRATIS,,No necesaria,
Liubliana,Puente del Dragón (Zmajski most),Quiero ir,46.051932,14.510414,"Zmajski most, Ljubljana, Slovenia",Sitio,Gratis,"El símbolo de la ciudad; construido en 1901 en estilo Art Nouveau/Secesión; cuatro dragones de cobre en las esquinas — según la leyenda fundacional de la ciudad, Jasón y los Argonautas mataron aquí al dragón; leyenda local: si una virgen cruza el puente, los dragones mueven la cola; GRATIS",,No necesaria,
Liubliana,Castillo de Liubliana (Ljubljanski grad),Quiero ir,46.048782,14.508538,"Ljubljanski grad, Ljubljana, Slovenia",Sitio,Gratis,"Fortaleza medieval con vistas 360° sobre la ciudad y los Alpes en el horizonte; se puede subir a pie por el bosque (15-20 min, GRATIS) o en funicular (€3.50 ida / €6 ida+vuelta); la Torre de Observación y las exhibiciones dentro del castillo tienen ticket separado: €10 adulto / €7 menores (incluye Virtual Castle + Museo de Marionetas + Historia de Eslovenia)…",https://www.ljubljanskigrad.si/en/plan-your-visit/price-list/,No necesaria,
Liubliana,Plečnikove Arkade (Mercado Central),Quizás,46.051396,14.508070,"Plečnikove arkade, Ljubljana, Slovenia",Sitio,Gratis,Arcadas diseñadas por Plečnik a orillas del Ljubljanica; el mercado de verduras y productos locales; los viernes por la tarde (primavera-otoño) hay Odprta Kuhna (Open Kitchen) con food trucks de cocina eslovena e internacional — verificar si en octubre todavía está activo (suele cerrar en noviembre): GRATIS entrar,,No necesaria,
Liubliana,Río Ljubljanica (paseo orillas),Solo mapeado,46.009171,14.487358,"Ljubljanica, Ljubljana, Slovenia",Sitio,Gratis,El río verde jade que atraviesa el casco histórico; las terrazas de los cafés abarcan ambas orillas de Gallusovo and Cankarjevo nabrežje; sin duda el corazón social de la ciudad en días de buen tiempo; GRATIS,,No necesaria,
Liubliana,Stari trg y Mestni trg,Solo mapeado,46.046713,14.506748,"Stari trg, Ljubljana, Slovenia",Sitio,Gratis,"Las dos calles principales de la Ciudad Vieja conectadas; adoquines, casas barrocas, tiendas independientes; la fuente de Hércules y el Ayuntamiento en Mestni trg; GRATIS",,No necesaria,
Liubliana,Plečnikova hiša (Casa Plečnik),Solo mapeado,46.042365,14.502127,"Plečnikova hiša, Ljubljana, Slovenia",Museo,€6,"La casa del arquitecto que diseñó casi toda Liubliana moderna (mercado, Triple Puente, biblioteca, estadio); una visita guiada por su estudio y jardín; ~€6 adulto (verificar en mgml.si); imprescindible si les interesa la arquitectura",,,
Liubliana,Galería Nacional de Eslovenia (Narodna Galerija),Solo mapeado,46.052072,14.499536,"Narodni muzej Slovenije, Ljubljana, Slovenia",Museo,€6-8,Arte esloveno del s. XIV al XX en un edificio precioso; ~€6-8 adulto (verificar en ng-slo.si); gratis algunos días festivos,,,
Liubliana,Moderna Galerija (MG+MSUM),Solo mapeado,46.052968,14.498762,"Moderna Galerija, Ljubljana, Slovenia",Museo,€7,Arte moderno y contemporáneo esloveno e internacional; ~€7 adulto (verificar); una de las colecciones de arte socialista más importantes de Europa,,,
Liubliana,BTC City,Solo mapeado,46.064203,14.544492,"Tržnica BTC City, Ljubljana, Slovenia",Museo,,"El centro comercial más grande de Eslovenia; útil para conocer la vida ""moderna"" local si se quiere un contraste con el casco histórico; también hay patinaje sobre hielo en invierno",,,
Liubliana,Tivoli Park,Solo mapeado,46.055146,14.495728,"Park Tivoli, Ljubljana, Slovenia",Naturaleza,Gratis,"El parque más grande de Liubliana (~5km²); diseñado en el s. XIX; la Jakopič Promenade (avenida central) tiene exhibiciones fotográficas al aire libre permanentes, siempre gratis; los senderos hacia Rožnik Hill (tiempo ~30min desde el parque) dan vistas de la ciudad; GRATIS",,No necesaria,
Liubliana,Barrio Trnovo,Solo mapeado,46.041719,14.503884,"Četrtna skupnost Trnovo, Ljubljana, Slovenia",Naturaleza,Gratis,"Junto a Krakovo; bohemio y tranquilo; el Puente de Trnovo (otro diseño Plečnik, con una hilera de arbustos encima) sobre el canal; GRATIS",,No necesaria,
Lagos Alpinos,Miradores Ojstrica + Mala Osojnica,Quiero ir,46.359633,14.078458,"Ojstrica, Bled, Slovenia",Lago,Gratis,LA foto icónica (lago + isla + castillo desde arriba) — → ficha en ../trekkings.md (#12),,No necesaria,
Lagos Alpinos,Bled Island (isla),Quizás,46.362293,14.090048,"Blejski otok, Bled, Slovenia",Lago,Gratis,"la única isla natural de Eslovenia, con la iglesia de la Asunción y su ""campana de los deseos"" — se llega en pletna o bote de remos",,No necesaria,
Lagos Alpinos,Bled Castle / Blejski grad,Quizás,46.369703,14.100521,"Blejski grad, Bled, Slovenia",Lago,€19,"castillo medieval sobre un acantilado a 130 m del lago; museo, imprenta y bodega — vale especialmente con cielo despejado por las vistas — €19",https://www.blejski-grad.si/en/plan-your-visit/price-list/,No necesaria,
Lagos Alpinos,Orillas del lago Bohinj,Quiero ir,46.282265,13.864531,"Bohinjsko jezero, Ribčev Laz, Slovenia",Lago,Gratis,"paseo suave por la costa (Ribčev Laz, iglesia de San Juan Bautista con su puente de piedra) — 1–2 h + fotos + café — GRATIS",,No necesaria,
Lagos Alpinos,Slap Savica (cascada Savica),Quizás,46.283727,13.842399,"Savica, Ukanc, Slovenia",Lago,€4,"la cascada que alimenta el lago, en forma de ""A""; subida corta pero con ~550 escalones — 45–75 min ida y vuelta — entrada ~€4 (verificar)",,No necesaria,
Lagos Alpinos,Mostnica Gorge + Valle de Voje,Quizás,46.298117,13.885490,"Korita Mostnice, Stara Fužina, Slovenia",Lago,Gratis,"garganta turquesa + valle glaciar, ideal en día gris — → ficha en ../trekkings.md (#7)",,No necesaria,
Lagos Alpinos,Vogar (mirador sobre el lago),Solo mapeado,46.299885,13.866653,"Planina Zgornji Vogar, Bohinj, Slovenia",Lago,Gratis,"la vista ""de postal"" de Bohinj desde arriba — → ../trekkings.md (#10) (buena alternativa ahora que Vogel está cerrado)",,No necesaria,
Lagos Alpinos,Iglesia de San Juan Bautista (Sv. Janez Krstnik),Solo mapeado,46.390442,14.109666,"Sveti Janez Krstnik, Zasip, Slovenia",Lago,Gratis,"la iglesia junto al puente de piedra, postal clásica de Bohinj — GRATIS (exterior)",,No necesaria,
Lagos Alpinos,Vintgar Gorge,Quiero ir,46.398617,14.092748,"Soteska Vintgar, Podhom, Slovenia",Sitio,€15,"€15 adulto, entrada con franja horaria (slot) comprada online — contá ~2–3 h total (garganta + regreso por sendero)",https://www.vintgar.si/en/my-visit/pricelist/,Recomendada,
Lagos Alpinos,Radovljica,Solo mapeado,46.343509,14.172023,"Radovljica, Slovenia",Sitio,Gratis,"casco medieval bellísimo a ~10 min de Bled, con el único foso de ciudad conservado de Eslovenia — GRATIS callejear",,No necesaria,
Lagos Alpinos,Kropa,Solo mapeado,46.291089,14.204703,"Kropa, Slovenia",Sitio,,"pueblo herrero histórico (forja de hierro), muy pintoresco y poco turístico",,,
Lagos Alpinos,Kranjska Gora + Vršič,Solo mapeado,46.491065,13.871680,"Vršič, Kranjska Gora, Slovenia",Sitio,,"si vas/venís del Soča, la subida al paso Vršič y sus miradores (ver trekkings.md)",,,
Lagos Alpinos,Pokljuka (meseta),Solo mapeado,46.344147,13.921891,"Športni center Triglav Pokljuka, Bohinj, Slovenia",Sitio,,bosques de altura y aire nórdico; base de varios treks del TNP,,,
Karst y Cuevas,Škocjan Caves (UNESCO),Solo mapeado,45.666551,13.978656,"Škocjanske jame, Matavun, Slovenia",Cueva,€23,el cañón subterráneo más espectacular de Europa: el río Reka excava una garganta gigante que se cruza por un puente a 45 m sobre el agua — tour guiado a pie con muchos escalones — ~€23 adulto (verificar mes),,,
Karst y Cuevas,Postojna Cave,Solo mapeado,45.782711,14.203855,"Postojnska jama, Veliki Otok, Slovenia",Cueva,€33.50,"la cueva-show más famosa: tren eléctrico dentro + salas enormes con formaciones y el ""Brillante""; hogar del proteus (dragón bebé) — tour ~1h30 — ~€33.50 adulto solo cueva",https://www.postojnska-jama.eu/en/tickets/,Recomendada,
Karst y Cuevas,Predjama Castle,Solo mapeado,45.815734,14.126592,"Predjamski grad, Predjama, Slovenia",Cueva,€46-48,"el castillo medieval encajado en la boca de una cueva (500 años), muy fotogénico — se puede combinar con Postojna (combo con ~25% dto) — combo Postojna+Predjama ~€46–48 (verificar)",https://tickets.postojnska-jama.eu/en/postojna-cave-predjama-castle/pack-107.html,Recomendada,
Karst y Cuevas,Križna jama,Solo mapeado,45.745231,14.467352,"Križna jama, Bloška Polica, Slovenia",Cueva,,"cueva de lagos subterráneos que se recorre en bote (tour básico ~1 h, o tours largos con reserva) — mucho más íntima y natural que Postojna, cupo limitado, reservar",,,
Karst y Cuevas,Rakov Škocjan,Solo mapeado,45.786116,14.299133,"Rakov Škocjan, Cerknica, Slovenia",Cueva,Gratis,"valle kárstico con puentes naturales (arcos de roca) y senderos fáciles, sin ticket de cueva — sendero educativo circular ~6 km / ~3 h — GRATIS",,No necesaria,
Karst y Cuevas,Lago Cerknica (Cerkniško jezero),Solo mapeado,45.741074,14.376964,"Cerkniško jezero, Otok, Slovenia",Cueva,Gratis,"el lago intermitente más famoso de Europa: aparece y desaparece según la estación (en otoño con lluvias suele ""llenarse"") — paseo por el parque de Notranjska, aves — GRATIS",,No necesaria,
Karst y Cuevas,Vilenica,Solo mapeado,45.680775,13.921425,"Povir, Lokev, Slovenia",Cueva,,una de las cuevas turísticas más antiguas de Europa (menos visitada); verificar días de apertura,,,
Valle del Soča,Tolminska korita / Tolmin Gorges,Quizás,46.182921,13.733338,"Tolmin, Slovenia",Naturaleza,€8,"la garganta más al sur del Triglav NP (puentes, Cueva del Diablo, ""Cabeza del Oso"", termal) — cinematográfica incluso con mal clima — €8 temporada baja",,No necesaria,
Valle del Soča,Slap Kozjak,Solo mapeado,46.259103,13.590393,"Slap Kozjak, Kobarid, Slovenia",Naturaleza,Gratis,"una de las cascadas más bonitas del país, cae en una cámara de roca semicerrada — acceso desde Kobarid, entrada/parking estacional (verificar) — ida y vuelta 45–75 min",,No necesaria,
Valle del Soča,Slap Virje,Quizás,46.334916,13.513972,"Slap Virje, Plužna, Slovenia",Naturaleza,Gratis,"(Bovec) - cascada de postal que cae sobre una poza turquesa, muy corta (5–10 min desde el parking) — parking oficial por Plužna (camino angosto) — GRATIS",,No necesaria,
Valle del Soča,Slap Boka,Quizás,46.322211,13.481585,"Slap Boka, Žaga, Slovenia",Naturaleza,Gratis,"(Bovec–Žaga) - la cascada más caudalosa de Eslovenia (~106 m) — mirador rápido desde la ruta (10–20 min) o sendero a miradores (1.5–2.5 h, empinado) — GRATIS",,No necesaria,
Valle del Soča,Velika korita Soče (Gran Garganta),Quizás,46.338444,13.646209,"Velika Korita Soče, Soča, Slovenia",Naturaleza,Gratis,el turquesa a full con esfuerzo mínimo — → ficha completa en ../trekkings.md (#4),,No necesaria,
Valle del Soča,Šunikov vodni gaj / Šunik Water Grove,Quizás,46.312751,13.658013,"Šunikov vodni gaj parkirišče, Bovec, Slovenia",Naturaleza,Gratis,"(Trenta) - ""bosque de agua"" con cascaditas y musgo, mini-loop 20–45 min — perfecto si el día está gris — GRATIS",,No necesaria,
Valle del Soča,Kobariški muzej / Museo de Kobarid,Quizás,46.245546,13.579170,"Kobarid, Slovenia",Sitio histórico,€7,el imperdible cultural del valle; cuenta las 12 batallas del Isonzo y la ruptura de Caporetto (1917) con maquetas y relatos personales — de los mejores museos de guerra de Europa según viajeros — ~€7 (verificar),https://www.kobariski-muzej.si/en/visit/entry-fee-and-opening-hours/,Recomendada,
Valle del Soča,Kobarid Historical Trail,Solo mapeado,46.252424,13.579462,"Kobariška zgodovinska pot, Kobarid, Slovenia",Sitio histórico,,"circuito que enlaza el Ossuary italiano, trincheras, el Soča y (opcional) Kozjak — → ficha en trekkings.md / desvíos (3–5 h la versión larga)",,,
Valle del Soča,SUP / baño en pozas del Soča,Solo mapeado,46.323930,13.565052,"Soča, Bovec, Slovenia",Trekking,,solo para valientes en octubre (agua muy fría),,,
Valle del Soča,Bovec,Quizás,46.338585,13.552419,"Bovec, Slovenia",Pueblo,,"base outdoor, rodeado de las cimas más altas (Kanin, Rombon).",,,
Valle del Soča,Trenta,Solo mapeado,46.380809,13.751843,"Trenta, Bovec, Slovenia",Pueblo,,"valle alto del Soča, puerta al nacimiento del río y a Vršič (info-center del TNP).",,,
Valle del Soča,Most na Soči,Solo mapeado,46.152094,13.744018,"Most na Soči, Slovenia",Pueblo,,pueblo sobre un lago-embalse esmeralda del Soča (bonito para foto/parada).,,,
Costa Eslovena,Tartinijev trg (Plaza Tartini),Solo mapeado,45.528534,13.568419,"Tartinijev trg, Piran, Slovenia",Sitio,Gratis,"+ callecitas del casco - el corazón veneciano, con la estatua del violinista Tartini — 45–90 min — GRATIS",,No necesaria,
Costa Eslovena,Murallas de Piran (Piranske obzidje),Solo mapeado,45.527085,13.570906,"Mestno obzidje, Piran, Slovenia",Sitio,€3,"las mejores vistas del casco rojo sobre el mar; subida corta — ~€3 (torniquete, efectivo) — 30–60 min",,,
Costa Eslovena,Iglesia/campanario de San Jorge (Sv. Jurij),Solo mapeado,45.529670,13.568329,"Sv. Jurij, Piran, Slovenia",Sitio,€2,mirador sobre los tejados y el Adriático (campanario estilo San Marcos) — ~€2 (verificar) — 20–40 min,,,
Costa Eslovena,Koper,Solo mapeado,45.547986,13.730478,"Koper, Slovenia",Sitio,Gratis,"la ciudad más grande de la costa; Praetorian Palace y plaza Tito venecianos; útil para dormir ""logística"" por la devolución del auto y salida a Trieste — GRATIS callejear",,No necesaria,
Costa Eslovena,Izola,Solo mapeado,45.539894,13.659390,"Izola, Slovenia",Sitio,Gratis,"ex pueblo pesquero, vibe costera tranquila y muy local (buen sitio para comer pescado sin la multitud de Piran) — GRATIS",,No necesaria,
Costa Eslovena,Portorož,Solo mapeado,45.514649,13.591011,"Portorož, Slovenia",Sitio,,"la ""riviera"" con hoteles, spa y sal termal (talasoterapia); más resort que casco histórico",,,
Costa Eslovena,Parenzana (a pie o bici),Solo mapeado,45.502641,13.593563,"Parenzana, Portorož, Slovenia",Naturaleza,Gratis,"la antigua vía ferroviaria Trieste–Poreč reconvertida en sendero costero, plano y con túneles",,No necesaria,
Costa Eslovena,Punta de Piran + faro,Solo mapeado,45.530217,13.563208,"Punta, Piran, Slovenia",Sitio,Gratis,el extremo donde el casco se mete en el mar; atardeceres — GRATIS,,No necesaria,
Valle del Soča,Walk of Peace / Pot miru,Solo mapeado,46.340924,13.583121,"The Walks of Peace, Kal-Koritnica, Slovenia",Sitio histórico,,"red de sitios WWI señalizados a lo largo del valle (trincheras, fortines, cementerios) — se puede tomar tramos sueltos en auto",,,
Liubliana,Barrio Krakovo,Solo mapeado,46.044896,14.503783,"Krakovo, Ljubljana, Slovenia",Naturaleza,Gratis,"El barrio más antiguo de Liubliana; huertas en plena ciudad a 5min del centro; calles tranquilas, casas del s. XIX; donde vivió Plečnik los últimos años; GRATIS",,No necesaria,
Karst y Cuevas,Štanjel,Solo mapeado,45.817873,13.848247,"Štanjel, Kobdilj, Slovenia",Cueva,Gratis,"uno de los pueblos-fortaleza más bonitos del Karst (piedra, castillo, el jardín Ferrari), sobre una colina — GRATIS callejear",,No necesaria,
Karst y Cuevas,Lipica + Škocjan combinados,Solo mapeado,45.500659,14.042983,"Lipica, Hrpelje-Kozina, Slovenia",Cueva,,"ambos quedan cerca (SW del Karst), buen día si venís de Postojna hacia la costa",,,
Valle del Soča,Zipline Kanin/Učja,Solo mapeado,46.310624,13.469980,"Zipline Canyon Učja, Žaga, Slovenia",Trekking,,uno de los parques de tirolesa más grandes de Europa; opera hasta mediados de octubre — confirmar fecha de cierre antes,,,
Costa Eslovena,Strunjan Nature Park (acantilados + Moon Bay),Solo mapeado,45.533873,13.616785,"Krajinski park Strunjan, Dobrava, Slovenia",Naturaleza,Gratis,"los acantilados de flysch más altos del Adriático norte, salinas y la laguna Mesečev zaliv (Moon Bay) — sendero circular ~5 km / 1.5–2 h — GRATIS",,No necesaria,
Costa Eslovena,Castillo de San Giusto + catedral,Solo mapeado,45.547496,13.733723,"Castillo de San Giusto catedral, Koper, Slovenia",Sitio,Gratis,la colina histórica con vistas — GRATIS (exterior) / museo pago,,No necesaria,
Costa Eslovena,Miramare Castle,Solo mapeado,45.702532,13.712456,"Castello di Miramare, Trieste, Slovenia",Sitio,€17,"el ""wow"" visual: castillo blanco de Maximiliano sobre el mar, con parque — €17 (museo; parque más barato/gratis según zona) — 1.5–2.5 h",https://miramare.cultura.gov.it/visita/,Recomendada,
