file,ciudad,nombre,lugar_busqueda,tipo,tolerancia_m,dist_m,resuelve_a,veredicto
europa_katia.csv,Viena,Stephansplatz,"Stephansplatz, Wien, Austria",Plaza,250,187,"Stephansplatz, Stock-im-Eisen-Platz, Kärntner Viertel, Katastralgemeinde Innere Stadt, Innere Stadt, Wien, 101",PASS
europa_katia.csv,Praga,Catedral de San Vito,"Katedrála svatého Víta, Praha, Czechia",Catedral,150,0,"Katedrála svatého Víta, Václava a Vojtěcha, náměstí U Svatého Jiří, Malá Strana, obvod Praha 1, Praha, 119 00,",PASS
europa_katia.csv,Praga,Callejón del Oro,"Zlatá ulička, Praha, Czechia",Calle,400,0,"Zlatá ulička, Zlatá ulička u Daliborky, Malá Strana, obvod Praha 1, Praha, 119 00, Česko",PASS
europa_katia.csv,Praga,Basílica de San Jorge,"Bazilika svatého Jiří, Praha, Czechia",Iglesia,150,0,"Bazilika svatého Jiří, náměstí U Svatého Jiří, Malá Strana, obvod Praha 1, Praha, 119 00, Česko",PASS
europa_katia.csv,Praga,Iglesia de San Nicolás,"Kostel svatého Mikuláše, Praha, Czechia",Iglesia,150,0,"svatý Mikuláš, Malostranské náměstí, Malá Strana, obvod Praha 1, Praha, 118 00, Česko",PASS
europa_katia.csv,Praga,Santuario de Loreto,"Loreta Praha, Praha, Czechia",Iglesia,150,17,"Loreta, Loretánské náměstí, Hradčany, obvod Praha 1, Praha, 160 41, Česko",PASS
europa_katia.csv,Praga,Monasterio de Strahov,"Strahovský klášter, Praha, Czechia",Sitio histórico,200,0,"Strahovský klášter, Strahovské nádvoří, Hradčany, obvod Praha 1, Praha, 160 41, Česko",PASS
europa_katia.csv,Praga,Clementinum,"Klementinum, Praha, Czechia",Sitio histórico,200,0,"Klementinum, Seminářská, Staré Město, obvod Praha 1, Praha, 115 72, Česko",PASS
europa_katia.csv,Praga,Torre de la Pólvora,"Prašná brána, Praha, Czechia",Sitio histórico,200,0,"Prašná brána, Celetná, Nové Město, obvod Praha 1, Praha, 110 05, Česko",PASS
europa_katia.csv,Praga,Casa Municipal,"Obecní dům, Praha, Czechia",Sitio histórico,200,0,"Obecní dům, 5, náměstí Republiky, Josefov, obvod Praha 1, Praha, 110 00, Česko",PASS
europa_katia.csv,Praga,Celetná,"Celetná, Praha, Czechia",Calle,400,207,"Celetná, Josefov, obvod Praha 1, Praha, 110 05, Česko",PASS
europa_katia.csv,Praga,Nové Město,"Nové Město, Praha, Czechia",Barrio,800,192,"Nové Město, obvod Praha 1, Praha, Česko",PASS
europa_katia.csv,Praga,Náplavka,"Náplavka, Praha, Czechia",Paseo,500,0,"Staroměstská náplavka, Josefov, obvod Praha 1, Praha, 110 05, Česko",PASS
europa_katia.csv,Praga,Plaza de San Wenceslao,"Václavské náměstí, Praha, Czechia",Plaza,250,0,"Václavské náměstí, Nové Město, obvod Praha 1, Praha, Česko",PASS
europa_katia.csv,Praga,Mercado de Havelská,"Havelské tržiště, Praha, Czechia",Mercado,300,0,"Havelské tržiště, V Kotcích, Staré Město, obvod Praha 1, Praha, 110 00, Česko",PASS
europa_katia.csv,Praga,Dejvice Market,"Farmářské trhy Dejvická, Praha, Czechia",Mercado,300,0,"Farmářské trhy na Kulaťáku, Dejvická, Ořechovka, Praha 6, obvod Praha 6, Praha, 166 29, Česko",PASS
europa_katia.csv,Praga,Torre del Ayuntamiento Viejo,"Staroměstská radnice, Praha, Czechia",Mirador,150,0,"Staroměstská radnice, Staroměstské náměstí, Staré Město, obvod Praha 1, Praha, 110 00, Česko",PASS
europa_katia.csv,Praga,Casa Danzante,"Tančící dům, Praha, Czechia",Sitio histórico,200,0,"Tančící dům, Rašínovo nábřeží, Vyšehrad, obvod Praha 2, Praha, 121 35, Česko",PASS
europa_katia.csv,Praga,Pasaje Lucerna,"Palác Lucerna, Praha, Czechia",Sitio histórico,200,0,"palác Lucerna, pasáž Lucerna, Nové Město, obvod Praha 1, Praha, 115 20, Česko",PASS
europa_katia.csv,Cracovia,Museo de Nowa Huta,"Muzeum Nowej Huty, Kraków, Poland",Museo,150,0,"Muzeum Nowej Huty, 1, Osiedle Centrum E, Nowa Huta, Kraków, województwo małopolskie, 31-934, Polska",PASS
europa_katia.csv,Cracovia,Museo Czartoryski,"Muzeum Czartoryskich, Kraków, Poland",Museo,150,0,"Muzeum Książąt Czartoryskich w Krakowie, Pijarska, Stare Miasto, Kraków, województwo małopolskie, 31-015, Pols",PASS
europa_katia.csv,Cracovia,Iglesia de San Pedro y San Pablo,"Kościół świętych Piotra i Pawła, Kraków, Poland",Iglesia,150,0,"Kościół pw. Świętych Apostołów Piotra i Pawła, 52a, Grodzka, Stare Miasto, Kraków, województwo małopolskie, 31",PASS
europa_katia.csv,Cracovia,Iglesia de San Francisco,"Bazylika św. Franciszka z Asyżu, Kraków, Poland",Iglesia,150,0,"Bazylika Świętego Franciszka z Asyżu, 5, Plac Wszystkich Świętych, Stare Miasto, Kraków, województwo małopolsk",PASS
europa_katia.csv,Cracovia,Iglesia de San José,"Kościół św. Józefa, Kraków, Poland",Iglesia,150,0,"Kościół pw. Świętego Józefa, 2, Jana Zamoyskiego, Stare Podgórze, Podgórze, Kraków, województwo małopolskie, 3",PASS
europa_katia.csv,Cracovia,Stare Miasto,"Stare Miasto, Kraków, Poland",Casco histórico,800,34,"Stare Miasto, Kraków, województwo małopolskie, Polska",PASS
europa_katia.csv,Cracovia,Calle Floriańska,"ulica Floriańska, Kraków, Poland",Calle,400,0,"Floriańska, Stare Miasto, Kraków, województwo małopolskie, 31-019, Polska",PASS
europa_katia.csv,Cracovia,Mały Rynek,"Mały Rynek, Kraków, Poland",Plaza,250,0,"Mały Rynek, Stare Miasto, Kraków, województwo małopolskie, 31-041, Polska",PASS
europa_katia.csv,Cracovia,Puente del Padre Bernatek,"Kładka Ojca Bernatka, Kraków, Poland",Puente,150,0,"Kładka Ojca Bernatka, Bulwar Podolski, Stare Podgórze, Podgórze, Kraków, województwo małopolskie, 30-500, Pols",PASS
europa_katia.csv,Cracovia,Podgórze,"Podgórze, Luborzyca, Poland",Barrio,800,0,"Podgórze, Luborzyca, gmina Kocmyrzów-Luborzyca, powiat krakowski, województwo małopolskie, 32-010, Polska",PASS
europa_katia.csv,Cracovia,Stary Kleparz,"Stary Kleparz, Kraków, Poland",Mercado,300,0,"Stary Kleparz, 20, Rynek Kleparski, Kleparz, Stare Miasto, Kraków, województwo małopolskie, 31-150, Polska",PASS
europa_katia.csv,Cracovia,Montículo Kościuszko,"Kopiec Kościuszki, Kraków, Poland",Mirador,150,0,"Kopiec Kościuszki, Kraków, województwo małopolskie, 30-210, Polska",PASS
europa_katia.csv,Cracovia,Teatro Juliusz Słowacki,"Teatr im. Juliusza Słowackiego, Kraków, Poland",Teatro,150,0,"Teatr im. Juliusza Słowackiego, 1, Plac Świętego Ducha, Stare Miasto, Kraków, województwo małopolskie, 31-023,",PASS
europa_katia.csv,Budapest,Belváros,"Belváros, Budapest, Hungary",Barrio,800,0,"Belváros, V. kerület, Budapest, Közép-Magyarország, Magyarország",PASS
europa_katia.csv,Budapest,Szabadság tér,"Szabadság tér, Budapest, Hungary",Plaza,250,46,"Szabadság tér, Lipótváros, V. kerület, Budapest, Közép-Magyarország, 1054, Magyarország",PASS
europa_katia.csv,Budapest,Vörösmarty tér,"Vörösmarty tér, Budapest, Hungary",Plaza,250,0,"Vörösmarty tér, Lipótváros, V. kerület, Budapest, Közép-Magyarország, 1051, Magyarország",PASS
europa_katia.csv,Budapest,Erzsébet tér,"Erzsébet tér, Budapest, Hungary",Plaza,250,38,"Erzsébet tér, Lipótváros, V. kerület, Budapest, Közép-Magyarország, Magyarország",PASS
europa_katia.csv,Budapest,Parque Városliget,"Városliget, Budapest, Hungary",Parque,600,245,"Városliget, XIV. kerület, Budapest, Közép-Magyarország, 1146, Magyarország",PASS
europa_katia.csv,Budapest,Castillo Vajdahunyad,"Vajdahunyad vára, Budapest, Hungary",Castillo,250,0,"Vajdahunyad vára, 29732/1, Vajdahunyad sétány, Városliget, XIV. kerület, Budapest, Közép-Magyarország, 1146, M",PASS
europa_katia.csv,Budapest,Ópera Estatal Húngara,"Magyar Állami Operaház, Budapest, Hungary",Teatro,150,0,"Magyar Állami Operaház, 22, Andrássy út, Terézváros, VI. kerület, Budapest, Közép-Magyarország, 1061, Magyaror",PASS
europa_katia.csv,Budapest,Holocaust Memorial Center,"Holokauszt Emlékközpont, Budapest, Hungary",Museo,150,0,"Holokauszt Emlékközpont, 39, Páva utca, Középső-Ferencváros rehabilitációs terület, Középső-Ferencváros, IX. k",PASS
europa_katia.csv,Budapest,Museo Nacional de Hungría,"Magyar Nemzeti Múzeum, Budapest, Hungary",Museo,150,0,"Magyar Nemzeti Múzeum, 14-16, Múzeum körút, Palotanegyed, VIII. kerület, Budapest, Közép-Magyarország, 1088, M",PASS
europa_katia.csv,Budapest,Gozsdu Udvar,"Gozsdu udvar, Budapest, Hungary",Sitio histórico,200,79,"Gozsdu udvar, Erzsébetváros, VII. kerület, Budapest, Közép-Magyarország, 1075, Magyarország",PASS
europa_katia.csv,Budapest,Barrio Judío de Budapest,"Erzsébetváros, Érd, Hungary",Barrio,800,0,"Erzsébetváros, Érd, Érdi járás, Pest vármegye, Közép-Magyarország, 2030, Magyarország",PASS
europa_katia.csv,Budapest,Funicular del Castillo,"Budavári Sikló, Budapest, Hungary",Teleférico,300,0,"Budavári Sikló, Buda, Víziváros, I. kerület, Budapest, Közép-Magyarország, Magyarország",PASS
europa_katia.csv,Budapest,Citadella,"Citadella, Budapest, Hungary",Mirador,150,0,"Citadella, 1, Citadella sétány, Gellérthegy, XI. kerület, Budapest, Közép-Magyarország, 1118, Magyarország",PASS
europa_katia.csv,Colmar,Koïfhus,"Koïfhus, Colmar, France",Sitio histórico,200,0,"Ancienne douane (Koïfhus), Rue des Tanneurs, Colmar, Colmar-Ribeauvillé, Haut-Rhin, Collectivité européenne d'",PASS
europa_katia.csv,Colmar,Église des Dominicains,"Église des Dominicains, Colmar, France",Iglesia,150,0,"Église des Dominicains, Place des Dominicains, Colmar, Colmar-Ribeauvillé, Haut-Rhin, Collectivité européenne ",PASS
europa_katia.csv,Colmar,Église Saint-Matthieu,"Église Saint-Matthieu, Colmar, France",Iglesia,150,0,"Église Saint-Matthieu, Place Jeanne d'Arc, Colmar, Colmar-Ribeauvillé, Haut-Rhin, Collectivité européenne d'Al",PASS
europa_katia.csv,Colmar,Rue des Marchands,"Rue des Marchands, Colmar, France",Calle,400,0,"Rue des Marchands, Colmar, Colmar-Ribeauvillé, Haut-Rhin, Collectivité européenne d'Alsace, Grand Est, France ",PASS
europa_katia.csv,Colmar,Grand'Rue,"Grand'Rue, Colmar, France",Calle,400,322,"Grand'Rue, Colmar, Colmar-Ribeauvillé, Haut-Rhin, Collectivité européenne d'Alsace, Grand Est, France métropol",PASS
europa_katia.csv,Estrasburgo,Musée Alsacien,"Musée Alsacien, Strasbourg, France",Museo,150,0,"Musée Alsacien, 23, Quai Saint-Nicolas, Krutenau, Bourse-Esplanade-Krutenau, Strasbourg, Bas-Rhin, Collectivit",PASS
europa_katia.csv,Estrasburgo,Saint-Pierre-le-Jeune,"Église Saint-Pierre-le-Jeune, Strasbourg, France",Iglesia,150,0,"Église Saint-Pierre-le-Jeune, Place Saint-Pierre-le-Jeune, La Petite France, Centre, Strasbourg, Bas-Rhin, Col",PASS
europa_katia.csv,Estrasburgo,Maison des Tanneurs,"Maison des Tanneurs, Strasbourg, France",Sitio histórico,200,0,"Maison des Tanneurs, Rue du Bain aux Plantes, La Petite France, Centre, Strasbourg, Bas-Rhin, Collectivité eur",PASS
europa_katia.csv,Estrasburgo,Rue des Moulins,"Rue des Moulins, Strasbourg, France",Calle,400,0,"Rue des Moulins, La Petite France, Centre, Strasbourg, Bas-Rhin, Collectivité européenne d'Alsace, Grand Est, ",PASS
europa_katia.csv,Estrasburgo,Maison Kammerzell,"Maison Kammerzell, Strasbourg, France",Sitio histórico,200,2,"La Maison Kammerzell, 16, Place de la Cathédrale, Centre, Strasbourg, Bas-Rhin, Collectivité européenne d'Alsa",PASS
europa_katia.csv,Estrasburgo,Place du Marché-aux-Cochons-de-Lait,"Place du Marché-aux-Cochons-de-Lait, Strasbourg, France",Plaza,250,5,"Place du Marché aux Cochons de Lait, Centre, Strasbourg, Bas-Rhin, Collectivité européenne d'Alsace, Grand Est",PASS
europa_katia.csv,Estrasburgo,Rue du Vieux-Marché-aux-Poissons,"Rue du Vieux-Marché-aux-Poissons, Strasbourg, France",Calle,400,0,"Rue du Vieux Marché aux Poissons, Centre, Strasbourg, Bas-Rhin, Collectivité européenne d'Alsace, Grand Est, F",PASS
europa_katia.csv,Estrasburgo,Rue Mercière,"Rue Mercière, Strasbourg, France",Calle,400,0,"Rue Mercière, Centre, Strasbourg, Bas-Rhin, Collectivité européenne d'Alsace, Grand Est, France métropolitaine",PASS
europa_katia.csv,Estrasburgo,Palais du Rhin,"Palais du Rhin, Strasbourg, France",Palacio,200,0,"Palais du Rhin, Place de la République, Centre, Strasbourg, Bas-Rhin, Collectivité européenne d'Alsace, Grand ",PASS
europa_katia.csv,Estrasburgo,Palais Universitaire,"Palais Universitaire, Strasbourg, France",Sitio histórico,200,0,"Palais Universitaire, Place de l'Université, Quartier des XV, Orangerie-Conseil des XV, Strasbourg, Bas-Rhin, ",PASS
europa_katia.csv,Estrasburgo,Église Saint-Paul,"Église Saint-Paul de Strasbourg, Strasbourg, France",Iglesia,150,0,"Église Saint-Paul, Quai Mullenheim, Quartier des XV, Orangerie-Conseil des XV, Strasbourg, Bas-Rhin, Collectiv",PASS
europa_katia.csv,Estrasburgo,Gare de Strasbourg,"Gare de Strasbourg, Strasbourg, France",Sitio histórico,200,0,"Strasbourg, Place de la Gare, Tribunal-Gare-Porte de Schirmeck, Strasbourg, Bas-Rhin, Collectivité européenne ",PASS
europa_katia.csv,Estrasburgo,Pavillon Joséphine,"Pavillon Joséphine, Strasbourg, France",Sitio histórico,200,0,"Pavillon Joséphine, Allée de l'Orangerie Joséphine, Quartier des XV, Orangerie-Conseil des XV, Strasbourg, Bas",PASS
europa_katia.csv,Friburgo,Seepark Freiburg,"Seepark, Freiburg im Breisgau, Germany",Parque,600,0,"Seepark, Betzenhausen, Freiburg im Breisgau, Baden-Württemberg, Deutschland",PASS
europa_katia.csv,Friburgo,Konviktstraße,"Konviktstraße, Freiburg im Breisgau, Germany",Calle,400,0,"Konviktstraße, Altstadt-Mitte, Altstadt, Freiburg im Breisgau, Ballrechten-Dottingen, Baden-Württemberg, 79098",PASS
europa_katia.csv,Friburgo,Münsterplatz,"Münsterplatz, Freiburg im Breisgau, Germany",Plaza,250,0,"Münsterplatz, Altstadt-Mitte, Altstadt, Freiburg im Breisgau, Baden-Württemberg, Deutschland",PASS
europa_katia.csv,Friburgo,Historisches Kaufhaus,"Historisches Kaufhaus, Freiburg im Breisgau, Germany",Sitio histórico,200,0,"Historisches Kaufhaus, 24, Münsterplatz, Altstadt-Mitte, Altstadt, Freiburg im Breisgau, Baden-Württemberg, 79",PASS
europa_katia.csv,Friburgo,Schlossbergbahn,"Schlossbergbahn, Freiburg im Breisgau, Germany",Teleférico,300,121,"Schlossbergbahn, Leopoldring, Neuburg, Freiburg im Breisgau, Baden-Württemberg, 79098, Deutschland",PASS
europa_katia.csv,Friburgo,Augustinerplatz,"Augustinerplatz, Freiburg im Breisgau, Germany",Plaza,250,12,"Augustinerplatz, Altstadt-Mitte, Altstadt, Freiburg im Breisgau, Ballrechten-Dottingen, Baden-Württemberg, 790",PASS
europa_katia.csv,Friburgo,Bertoldsbrunnen,"Bertoldsbrunnen, Freiburg im Breisgau, Germany",Monumento,200,96,"Bertoldsbrunnen (BB), Bertoldstraße, Altstadt-Mitte, Altstadt, Freiburg im Breisgau, Baden-Württemberg, 79098,",PASS
europa_katia.csv,Highlands,Cluanie Inn,"Cluanie Inn, Highland, UK",Sitio histórico,200,0,"Cluanie Inn, A87, Highland, Alba / Scotland, IV63 7YW, United Kingdom",PASS
europa_katia.csv,Highlands,Loch an Eilein,"Loch an Eilein, Highland, UK",Lago,3000,0,"Loch an Eilein, Highland, Alba / Scotland, United Kingdom",PASS
europa_katia.csv,Highlands,River Ness,"River Ness, Inverness, UK",Paseo,500,0,"River Ness, Inverness, Highland, Alba / Scotland, United Kingdom",PASS
europa_katia.csv,Highlands,Drumnadrochit,"Drumnadrochit, UK",Pueblo,1500,967,"Drumnadrochit, Highland, Alba / Scotland, IV63 6TX, United Kingdom",PASS
europa_katia.csv,Highlands,St Andrews,"St Andrews, Airdrie, UK",Pueblo,1500,0,"St Andrews, 2, Victoria Place, Whinhall, Airdrie, North Lanarkshire, Alba / Scotland, ML6 9BU, United Kingdom",PASS
